PitchNo,Date,Time,Batter,PitchUID,Equipment,Handedness,Plane Score,Connection Score,Rotation Score,Bat_Speed,Rotational_Acceleration,OPE,Attack_Angle,Early_Connection,Connection_at_Impact,Vertical_Bat_Angle,Power,Peak_Hand_Speed,Time_to_Contact,PAofInning,PitchofPA,PitcherThrows,PitcherTeam,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,wOBA,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,Connection_Diff,PC1,PC2,PC3,PC4,PC5
237,7/8/19,9:01:59 PM,Player A,2962d001-a1e5-11e9-b28b-1c1bb52a548f,Bat,L,61,42,55,70.9,15,79,14,102,78,-25,4.4,19.9,0.15,1,2,Left,COT_KET,Left,WAR_GAT,Stretch,6,Bottom,0,1,0,Fastball,Fastball,InPlay,Undefined,LineDrive,Out,0,1,0,NA,85.69513063,-0.57047121,2.786366807,2079.099033,138.4837834,0.4375,5.359584685,-2.164242764,5.703183103,-23.96577219,14.64088152,-12.99267992,2.830289485,-0.6488949,77.49136295,-5.078285633,0.337814655,0.447200827,96.22043834,16.5027295,27.57632493,1416.218332,95.78348554,28.19297416,54.08807263,305.2935958,201.0215778,33.81058714,3.090761108,7.843245101,8.041064499,1.93868295,50,5.297035444,-5.642431271,-124.4733857,-2.007521223,12.16925453,27.56138635,-19.69786563,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190708-CCBLWareham-1,24,0.467873355,-0.848671014,-0.956803532,-0.332221133,-0.416759931
25,7/9/19,5:14:42 PM,Player A,9205174b-a28e-11e9-8da8-38baf8f1539b,Bat,L,68,32,46,67.1,10.6,88,3,76,66,-25,3.89,20.3,0.15,6,5,Right,YAR_RED,Left,WAR_GAT,Stretch,1,Top,2,1,2,ChangeUp,ChangeUp,InPlay,Undefined,FlyBall,Double,1.27,0,1,NA,83.87785772,-0.530376631,-1.12476739,1307.870023,226.7016501,0.0625,5.888864583,1.372782627,6.194295784,-33.0146217,6.702395988,7.152449864,2.647953582,0.93042769,75.67832362,-6.804765536,0.241359573,0.453586201,67.44612482,34.10767277,-30.64832132,4731.011093,88.21075769,50.42059096,-65.71804655,227.4359763,82.32755807,-41.71086606,3.765465698,-4.291279219,3.847168737,-1.29182627,50,5.832477375,2.191648188,-122.0015404,-2.069654354,-6.347247411,28.17518717,-26.48368665,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190709-CCBLYarmouth-1,10,0.186944545,2.233951211,-1.443066294,-0.749072962,-0.011073628
88,7/9/19,5:48:02 PM,Player A,379fbb09-a293-11e9-8da8-38baf8f1539b,Bat,L,64,35,45,66.7,10,83,15,80,67,-23,3.7,19.7,0.16,4,1,Right,YAR_RED,Left,WAR_GAT,Stretch,3,Top,1,0,0,Slider,Slider,InPlay,Undefined,FlyBall,Out,0,1,0,NA,78.84253166,0.133626472,-1.316451446,2118.137399,131.8083962,0.4375,5.919214826,1.795857711,6.040971933,-35.25663201,10.30478446,-11.56977321,3.104901592,-0.387227638,70.66032079,-6.56890543,-3.525333667,0.485814113,79.0873889,43.18799605,14.96389863,3912.476759,106.6827401,89.20728874,26.81025512,268.4988178,104.8319248,12.14732594,5.319815063,5.844781529,5.576313745,-1.687255501,50,5.910931577,2.9496502,-114.5805149,-0.697288787,7.562609016,26.44000078,-24.95881213,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190709-CCBLYarmouth-1,13,-0.740249162,1.186642905,-1.964991083,0.287134156,0.170084753
83,7/10/19,7:42:45 PM,Player A,6ca9162f-a36c-11e9-b15b-d0c637ddbcc3,Bat,L,63,49,51,73.5,13.2,81,3,98,81,-35,5.22,21.8,0.13,2,3,Right,CHA_ANG,Left,WAR_GAT,Windup,4,Top,1,2,0,Fastball,Fastball,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,89.82534217,-2.696906249,-3.424943858,2189.881755,210.0747258,0.041666667,6.010900298,1.651205682,5.929882808,-13.22291661,21.74248499,12.60990491,2.400723271,-0.479102091,81.09103976,-5.193910005,-1.039747833,0.425589377,76.70330576,10.27234623,0.94951198,1026.321322,109.9992673,2.924563285,-0.341549739,122.9772039,122.9772039,-0.365476449,1.26581604,-7.90059887,12.62047329,-1.384760197,50,5.787806518,7.392897557,-130.3009708,-6.573808482,-13.42250532,30.39829568,-10.73284231,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190710-CCBLChatham-1,17,2.344233973,0.136065846,0.138892124,-0.840067848,-1.392341839
131,7/10/19,8:08:37 PM,Player A,05e944a7-a370-11e9-b15b-d0c637ddbcc3,Bat,L,61,44,50,69,12.8,79,2,84,74,-28,4.4,21.7,0.14,3,7,Left,CHA_ANG,Left,WAR_GAT,Stretch,6,Top,1,3,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,1,NA,89.48851161,-1.604571318,2.663495374,2163.257957,139.5947464,0.447916667,5.469662849,-1.339141942,6.217335278,-19.79555447,14.88869896,-12.70138946,2.337523151,0.061760479,81.07270184,-5.358050067,0.248369398,0.423874894,77.71394112,0.732910978,-10.84522765,2104.648511,NA,NA,NA,48.49459475,47.89058368,-12.37629885,0.440100708,7.768037113,8.638834684,1.146239416,50,5.339679906,-5.664692174,-130.0760728,-4.250027697,13.17275495,29.89241876,-17.52462674,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190710-CCBLChatham-1,10,1.173894873,1.320710912,-0.395277805,-0.658794207,-0.072802894
168,7/11/19,8:15:07 PM,Player A,1cdbf3d1-a43a-11e9-b28c-1c1bb52a548f,Bat,L,68,52,51,70.7,13.3,88,6,86,79,-43,4.56,21.5,0.14,4,2,Left,BOU_BRA,Left,WAR_GAT,Stretch,5,Bottom,2,1,0,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,86.03852661,-2.98519627,0.673702197,2093.11424,170.7976475,0.489583333,6.276816763,-0.817216454,5.607805696,-13.41541865,25.41421214,-4.123189689,2.369909606,-0.531985318,77.03773619,-5.510844665,-0.106868011,0.448490397,77.77331874,-5.949303045,13.93140287,NA,NA,NA,NA,22.46311814,22.19710989,13.34623764,0.189442749,2.443048066,14.6606776,0.762271712,50,6.013132014,-1.33457071,-124.8315831,-6.943988582,3.771552879,30.19827485,-9.541042861,WAR_GAT,BOU_BRA,CCBLWareham,CCBL,CCBL,20190711-CCBLWareham-1,7,1.574104994,1.697795438,0.363097606,0.304825972,-1.376809605
48,7/12/19,7:55:48 PM,Player A,9190248f-a500-11e9-b28c-1c1bb52a548f,Bat,L,66,53,55,67.3,15.4,85,-7,90,76,-37,4.59,20.3,0.13,4,3,Right,BRE_WHI,Left,WAR_GAT,Stretch,2,Bottom,2,1,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Error,0,0,0,fielding error by 3b,90.02474369,-1.035197116,-3.822250305,2007.21528,237.8699673,0.083333333,5.316674197,1.598964376,6.542328085,-23.47679973,10.48883306,16.75202923,2.408735631,-0.515404378,81.38430144,-5.518893953,-0.61780745,0.419460793,80.54835402,-2.720802978,-34.58182341,3666.495191,NA,NA,NA,28.64143899,28.64143899,-34.48134444,0.251603394,-10.4791498,6.134187869,-1.341664506,50,5.234855054,8.259561972,-130.7921558,-3.039435598,-17.92588255,30.79587475,-21.68076109,WAR_GAT,BRE_WHI,CCBLWareham,CCBL,CCBL,20190712-CCBLWareham-1,14,1.61280785,1.799010926,0.595970979,-1.714243846,-0.73675349
53,7/13/19,7:16:47 PM,Player A,4df487b2-a5c4-11e9-b28c-1c1bb52a548f,Bat,L,59,48,55,71.1,15,77,-4,90,72,-34,4.54,23.4,0.14,3,4,Left,HAR_MAR,Left,WAR_GAT,Stretch,2,Bottom,1,1,2,Slider,Slider,InPlay,Undefined,LineDrive,Single,0.89,0,1,NA,81.37571741,-0.807849437,2.087470603,2206.147094,228.008938,0.0625,6.355122016,-1.578200128,5.683098911,-39.01058932,4.052006826,4.546602638,2.350743356,0.74714643,73.70405736,-8.122867927,2.945932531,0.472303999,75.6949204,23.14123956,9.369416072,2351.208996,108.8267279,34.34797217,16.02185481,254.2759343,254.2759343,7.915754258,3.319459229,-1.756488191,2.444701376,1.399771141,50,6.263129592,-4.446019759,-118.1956241,-2.850631407,-2.441054049,26.22603099,-28.77656019,WAR_GAT,HAR_MAR,CCBLWareham,CCBL,CCBL,20190713-CCBLWareham-1,18,1.914921116,0.817630532,0.059728883,-0.932211608,-0.490238882
181,7/13/19,8:26:01 PM,Player A,f50ee15d-a5cd-11e9-b28c-1c1bb52a548f,Bat,L,66,54,47,73.2,11.3,85,13,91,77,-39,4.45,21.8,0.16,4,3,Left,HAR_MAR,Left,WAR_GAT,Stretch,6,Bottom,2,1,1,Slider,Curveball,InPlay,Undefined,FlyBall,Out,0,1,0,NA,74.24731843,0.81311333,1.014387693,2166.514086,289.8561736,0.15625,5.430033331,-1.870113581,4.788602739,-56.10369593,-2.471108556,6.703075553,1.525444535,-0.350139215,67.22536954,-9.551687126,2.263278151,0.527091354,92.58704363,26.41858728,12.21217255,2394.249513,107.8776535,46.51562951,21.50243428,344.2268833,338.9304397,11.46606664,4.329993286,-3.152440441,-1.562339045,1.763360954,50,5.464283324,-2.119042887,-107.6955362,-0.247027472,-3.627669847,22.22308444,-33.97190972,WAR_GAT,HAR_MAR,CCBLWareham,CCBL,CCBL,20190713-CCBLWareham-1,14,0.757189549,0.515401043,-0.637797244,1.033329576,-1.634543393
249,7/13/19,9:05:01 PM,Player A,687037b4-a5d3-11e9-b28c-1c1bb52a548f,Bat,L,67,38,44,56.9,9.4,86,6,82,69,-36,2.21,18.8,0.19,4,5,Left,HAR_MAR,Left,WAR_GAT,Stretch,8,Bottom,1,2,2,Cutter,Cutter,InPlay,Undefined,FlyBall,Out,0,1,0,NA,83.68677071,-1.217177067,3.14565111,2338.834662,157.2285412,0.46875,4.673034209,-2.274027139,5.949285628,-28.68386195,10.94824428,-4.611444142,1.152038574,0.261872322,76.94087544,-6.581714563,2.279969693,0.453101078,75.81339753,33.06480706,1.334804391,3955.007811,109.9996614,56.48557645,-0.060104171,275.1624221,268.7880317,-1.148402926,4.414988403,3.338582129,6.240763669,2.026446678,50,4.559979684,-6.546666929,-121.6628384,-3.457083315,5.018891726,23.2042284,-22.79230627,WAR_GAT,HAR_MAR,CCBLWareham,CCBL,CCBL,20190713-CCBLWareham-1,13,-3.522482815,2.54013552,-0.493783179,0.351019053,-0.10610594
264,7/14/19,7:38:30 PM,Player A,79500201-a690-11e9-978a-cc2f719c057b,Bat,L,70,47,49,64.3,12.3,91,2,85,76,-24,3.72,17.9,0.14,6,2,Right,BRE_WHI,Left,WAR_GAT,Stretch,7,Top,1,0,1,ChangeUp,ChangeUp,InPlay,Undefined,LineDrive,Sacrifice,0,1,1,NA,79.82174109,0.961008003,-2.571128996,1372.497301,233.4243092,0.072916667,5.434626313,2.539928701,6.157427311,-35.24800548,8.448628173,11.44154635,3.385983671,1.116762849,72.32692127,-5.721534274,-0.397101895,0.475768307,84.38612403,20.50806381,-30.96045468,4207.472141,89.94300235,33.80937377,-63.32623956,276.0477746,104.8950103,-41.34470352,3.374544067,-7.043528481,4.314474404,-2.350779689,50,5.489510447,4.896940188,-116.0452053,0.981053145,-9.499413278,23.93832114,-26.35523551,BRE_WHI,WAR_GAT,CCBLBrewster,CCBL,CCBL,20190714-CCBLBrewster-1,9,-0.221969136,2.161619083,-0.514682544,-1.595620751,0.039435085
55,7/19/19,4:58:09 PM,Player A,eba82599-aa67-11e9-b28d-1c1bb52a548f,Bat,L,55,49,58,73.2,17,71,6,87,75,-33,5.11,22.4,0.14,4,6,Right,FAL_COM,Left,WAR_GAT,Stretch,2,Bottom,2,1,2,Cutter,Cutter,InPlay,Undefined,LineDrive,Single,0.89,0,1,NA,89.43977605,-0.30218518,-3.543207128,2380.872309,170.7481945,0.489583333,5.183323233,3.126750962,5.281574236,-31.81807598,4.230322287,-0.694609592,2.247505073,-0.262614911,81.15853765,-6.21954903,-3.67267595,0.432130087,92.54120144,12.89419483,-1.678164565,1245.13657,109.8408173,16.30344175,-5.904439895,218.6158578,218.6158578,-5.180723329,2.050661621,-0.722792128,2.330988667,-2.803031698,50,5.132961197,8.058028069,-129.7359763,-1.822976533,-1.219430898,29.70605279,-28.24141081,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-1,12,2.235009072,0.37842859,-0.275483519,0.318521024,-0.223451453
139,7/19/19,5:48:40 PM,Player A,fa6ebbb6-aa6e-11e9-b28d-1c1bb52a548f,Bat,L,71,48,51,72.2,13,91,-6,89,73,-33,4.97,22.3,0.14,2,2,Right,FAL_COM,Left,WAR_GAT,Windup,5,Bottom,1,0,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,93.43374438,-0.778791117,-4.639608168,2061.092125,247.9751153,0.09375,5.010476322,3.150041928,5.452645992,-25.26977144,7.498681086,18.61286497,2.173225109,0.348644669,84.79924226,-5.495297904,-1.164220799,0.412002152,97.33586965,-18.22316527,-12.7192115,NA,NA,NA,NA,6.557835858,6.238656621,-14.88220938,0.04602356,-11.25978797,4.215757106,-2.752893644,50,4.924520071,10.31148083,-135.4211509,-2.768002763,-20.79639869,31.06643369,-24.38770606,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-1,16,2.234350025,1.452508675,-0.350058665,-1.483039972,-1.309160568
31,7/19/19,7:45:53 PM,Player A,598aa21a-aa7f-11e9-b28e-1c1bb52a548f,Bat,L,69,36,54,70.7,14.4,89,-4,79,69,-33,4.63,22.5,0.14,5,4,Left,FAL_COM,Left,WAR_GAT,Stretch,1,Bottom,1,2,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,1,NA,91.62306932,-1.941490442,3.50291121,2067.097554,135.7871162,0.4375,5.622469421,-1.686989306,5.505554489,-18.27059861,15.83346826,-15.43550026,2.280265843,0.306506959,82.79649206,-5.363339808,0.606551445,0.420314724,91.97702514,-19.39995808,-12.90696442,NA,NA,NA,NA,6.566939415,6.164783583,-14.77904733,0.04899353,9.314998429,9.04504222,1.391365391,50,5.440718282,-7.589015714,-132.8807747,-5.158091681,16.47798362,31.30038065,-16.17361027,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-2,10,2.087371211,2.184099114,-0.458462568,-0.892221055,-0.559139998
107,7/19/19,8:26:30 PM,Player A,096b0bae-aa85-11e9-b28e-1c1bb52a548f,Bat,L,65,45,44,72,9.6,85,9,86,73,-26,4.42,22.3,0.15,1,2,Left,FAL_COM,Left,WAR_GAT,Windup,3,Bottom,0,0,1,Curveball,Curveball,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,75.41611543,0.786110744,2.175898777,2024.566031,224.6296943,0.0625,5.617705044,-2.026670762,4.578736609,-45.74949939,6.24178765,6.209878249,2.553670416,0.561774809,68.5853325,-7.61259896,3.321188364,0.518963487,92.40030893,11.54601309,6.962955651,723.9618589,109.1705813,13.72891,13.47930734,206.9120705,206.3643201,7.302478926,1.873128052,-2.53467062,2.979425802,1.796056537,50,5.657954351,-4.36289636,-109.3801731,-0.023200138,-3.03884139,21.16209786,-28.60198583,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-2,13,0.977733426,0.766991929,-1.270480855,-0.115788823,-0.708927856
173,7/19/19,9:02:31 PM,Player A,1115eaa3-aa8a-11e9-b28e-1c1bb52a548f,Bat,L,58,40,43,59.7,8.9,75,14,96,69,-15,2.46,20.6,0.19,2,3,Left,FAL_COM,Left,WAR_GAT,Windup,5,Bottom,1,1,1,Slider,Slider,InPlay,Undefined,LineDrive,Out,0,1,0,NA,78.20163675,0.450287667,0.819889823,2519.241484,238.4380314,0.083333333,5.782304887,-1.713153891,4.983701906,-42.45748713,5.685895433,9.329739717,2.66941498,-0.161446139,70.20193249,-7.460043742,2.567462115,0.499389974,66.15936693,11.9655394,36.38370239,1020.198292,88.23350689,3.101961054,65.68714846,120.8903664,107.1620227,36.8802875,1.427147827,-4.616002217,2.830380013,1.62689322,50,5.792475979,-1.925187966,-113.4510424,-0.480872248,-5.871334509,25.41423246,-28.57394027,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-2,27,-3.391894579,-0.297587617,-1.744835125,-0.230000302,0.917945667
242,7/19/19,9:41:33 PM,Player A,86b595a7-aa8f-11e9-b28e-1c1bb52a548f,Bat,L,65,51,46,71.5,10.5,84,9,91,75,-23,4.09,22.9,0.16,5,1,Right,FAL_COM,Left,WAR_GAT,Stretch,7,Bottom,2,0,0,ChangeUp,ChangeUp,InPlay,Undefined,FlyBall,Single,0.89,0,1,NA,84.4996288,-0.869781053,-0.674399684,1734.852592,237.2442637,0.083333333,5.576208135,0.079356408,6.33835661,-29.54709467,9.138988231,14.2615592,2.313111527,0.64693765,76.72797123,-6.478423695,2.047171642,0.447660626,71.79196799,35.29064155,13.81427235,3877.753163,106.9678021,59.58811202,25.64923225,253.6382167,253.5872063,14.16313752,4.358745728,-8.050265444,5.295925162,-0.037095304,50,5.499025037,1.047767131,-122.9934571,-2.696086904,-12.18079602,27.17579194,-24.16082408,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-2,16,0.470348823,0.266691538,-1.169390992,-0.132726599,-0.485863625
111,7/20/19,7:14:55 PM,Player A,2e5cac29-ab44-11e9-9c79-d0c6372c7549,Bat,L,67,41,42,68.9,8.5,86,11,86,68,-20,3.94,20.2,0.16,2,1,Right,BOU_BRA,Left,WAR_GAT,Windup,4,Top,1,0,0,ChangeUp,ChangeUp,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,84.44143792,-0.776254921,-1.676666377,1915.569791,230.0467113,0.072916667,6.020786887,1.290924369,6.400233499,-27.01200146,11.41182522,13.66574893,3.055675127,0.887610847,77.04743847,-5.899264588,0.92536628,0.446140681,69.74795775,19.49623375,2.535232804,1558.11172,109.9993967,21.87813479,-0.291207566,195.5022282,193.9717667,-1.534191637,2.433048706,-8.006944212,6.50369424,-1.177235181,50,5.952722636,3.218190143,-122.9343227,-2.418077431,-12.19048588,25.53734999,-22.27224449,BOU_BRA,WAR_GAT,CCBLBourne,CCBL,CCBL,20190720-CCBLBourne-1,18,-0.404297941,0.726472435,-2.133776447,-0.457045899,-0.320206659
194,7/20/19,8:14:51 PM,Player A,911055ad-ab4c-11e9-9c79-d0c6372c7549,Bat,L,66,53,46,64.8,10.7,85,-1,90,75,-33,4.07,20.3,0.13,1,2,Right,BOU_BRA,Left,WAR_GAT,Windup,8,Top,0,0,1,Fastball,Fastball,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,92.69200592,-2.044713555,-4.055887417,2319.616348,213.5445151,0.041666667,6.14503301,2.43501523,5.49737804,-15.42721798,18.00034365,11.95512756,2.941492567,-0.368351453,83.55139321,-4.937209478,-1.813798707,0.416125057,73.95116749,10.3909672,-23.51284659,3431.591444,96.94753311,4.696586289,-51.97254261,130.3871069,127.2587296,-29.06766633,1.427697144,-7.65131311,10.24474422,-2.088199656,50,5.955770782,9.097504316,-134.3189596,-5.358087374,-13.80638792,32.43076299,-13.68795201,BOU_BRA,WAR_GAT,CCBLBourne,CCBL,CCBL,20190720-CCBLBourne-1,15,0.617050731,1.606146958,0.166085452,-1.664811067,-0.570600162
72,7/24/19,6:49:34 PM,Player A,4ce78bdf-ae65-11e9-92e0-cc2f719bf2a2,Bat,L,58,39,55,70,15.2,75,12,79,73,-36,4.35,22.5,0.15,2,3,Right,FAL_COM,Left,WAR_GAT,Windup,4,Top,1,1,1,Slider,Slider,InPlay,Undefined,GroundBall,Error,0,0,0,NA,78.98931954,-0.369345537,-1.99135096,2301.12209,127.2008257,0.427083333,5.95718053,1.956262587,5.900472137,-41.56369855,2.789566845,-3.729947339,2.150499331,-0.203689456,73.16824702,-8.108603453,-2.690384156,0.479329676,94.84740984,-7.468254434,23.97204411,NA,NA,NA,NA,16.22032925,15.38848545,22.14156324,0.112034302,1.489329288,1.599348808,-1.794214787,50,5.903566596,4.1055114,-114.9757538,-1.943388133,2.00535297,20.14306035,-30.02055644,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190724-CCBLFalmouth-1,6,1.135372887,1.221569301,-0.370054608,1.299721722,-0.018609715
31,7/26/19,5:21:38 PM,Player A,59105f2d-afeb-11e9-a592-1c4d702b06a0,Bat,L,60,29,51,66.6,12.9,78,17,77,62,-33,3.69,22.8,0.16,1,4,Right,COT_KET,Left,WAR_GAT,Windup,2,Top,0,1,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,88.82831759,-2.121654276,-2.970497969,2018.882757,234.3216486,0.072916667,5.564090586,2.133247458,6.748258874,-25.99541925,8.604267201,12.02896554,1.456350373,0.419916856,80.54453728,-7.090729571,-0.658471544,0.423357833,54.8102594,-27.7637406,48.06924755,NA,NA,NA,NA,4.734757727,4.611289581,21.94056706,0.041801147,-7.653850435,5.474383242,-1.943252117,50,5.414781387,6.377514789,-129.1421407,-5.490624098,-12.75415147,30.2262753,-23.05169718,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190726-CCBLCotuit-1,15,0.016550709,1.04676583,-1.465878823,1.340136799,0.330626804
81,7/26/19,5:55:59 PM,Player A,2a927e28-aff0-11e9-a592-1c4d702b06a0,Bat,L,67,38,41,64.7,7.7,87,17,88,63,-16,3.39,19.7,0.16,2,3,Right,COT_KET,Left,WAR_GAT,Windup,4,Top,2,1,1,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Out,0,1,0,NA,81.55394127,0.275030686,-3.337508087,1705.692538,231.643924,0.072916667,5.487766099,2.354107634,7.043580952,-29.23582867,11.24662371,14.26017463,3.301674154,0.50768001,73.87552418,-5.360184041,-0.584595122,0.457936146,71.00792826,7.985081496,22.28914322,1217.863672,NA,NA,NA,101.2199587,101.2199587,23.80216002,1.070418701,-9.08328032,6.255719605,-2.157318344,50,5.494591581,6.591737094,-118.67671,-0.104008786,-12.80266758,25.19314622,-23.35676055,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190726-CCBLCotuit-1,25,-1.345411333,0.316923335,-2.669564719,-0.657601825,0.254395848
167,7/26/19,6:52:41 PM,Player A,10eacf61-aff8-11e9-a592-1c4d702b06a0,Bat,L,62,53,52,71,13.6,80,10,88,78,-38,4.35,22,0.15,1,5,Right,COT_KET,Left,WAR_GAT,Stretch,7,Top,0,2,2,Splitter,Splitter,InPlay,Undefined,GroundBall,Out,0,1,0,NA,84.1728009,-0.931799776,-3.356612171,990.1816394,208.6966534,0.041666667,5.712507277,2.392234814,5.219899441,-31.01747993,10.02031681,5.50632412,2.250154799,-0.308052106,75.87015074,-6.714815204,-2.326381944,0.461066466,93.40545333,2.558268023,33.28515487,3269.721142,NA,NA,NA,70.68335942,69.39323304,34.88126148,0.550410767,-4.010300552,5.603936488,-2.086552827,50,5.60393906,6.971284843,-122.0296576,-3.035238678,-5.945716018,27.7693607,-23.86559025,COT_KET,WAR_GAT,CCBLCotuit,CCBL,CCBL,20190726-CCBLCotuit-1,10,1.009087809,0.868881388,-0.04350326,0.766337415,-0.848812051
191,7/30/19,3:47:00 PM,Player A,cbd9f8ea-b302-11e9-9c79-d0c6372c7549,Bat,L,65,29,52,69.3,13.7,84,14,73,66,-33,3.8,22.8,0.16,5,4,Right,BOU_BRA,Left,WAR_GAT,Stretch,6,Top,2,2,1,Fastball,Fastball,InPlay,Undefined,Popup,Out,0,1,0,NA,81.8378807,-1.927066205,-1.436424563,1915.980673,199.6134167,0.53125,5.336100583,1.30611315,6.805412086,-19.2979241,21.47844524,7.667460028,1.968424644,0.634166807,73.7012414,-5.637531651,0.044245784,0.459595529,80.1249907,61.01192284,-0.092171649,4087.107612,106.4145612,136.8887963,-27.85571234,185.9170199,72.11952768,-17.23481173,5.981069946,-4.771235894,12.66772304,-1.216358798,50,5.204473457,2.79927886,-119.0924981,-4.479029535,-6.72377966,26.87366007,-14.32228428,BOU_BRA,WAR_GAT,CCBLBourne,CCBL,CCBL,20190730-CCBLBourne-1,7,0.542054,1.771562519,-1.237008676,1.400520848,0.092134497
61,6/10/19,7:24:05 PM,Player B,d977fc42-8bd6-11e9-b286-1c1bb52a548f,Bat,L,66,62,43,65.7,8.8,86,7,89,83,-45,3.54,19.2,0.16,2,3,Right,BRE_WHI,Left,WAR_GAT,Stretch,3,Bottom,0,1,1,Fastball,Fastball,InPlay,Undefined,LineDrive,Single,0.89,0,1,NA,87.88348431,-1.783572062,-3.859824609,2392.265258,214.0044519,0.052083333,5.34901056,2.376072493,6.34127292,-22.41377344,13.15153999,8.894871518,1.835063374,-0.441236864,80.42418453,-6.015619088,-2.176443178,0.429224831,87.10063218,15.849853,-5.924759765,2233.647253,108.7545322,23.29135031,-16.50609167,263.9528595,262.6548903,-12.13734383,2.712838745,-5.953988177,7.7079062,-2.099623111,50,5.208475036,8.353415994,-127.684677,-4.64350545,-9.826047039,26.37265085,-19.45345748,WAR_GAT,BRE_WHI,CCBLWareham,CCBL,CCBL,20190610-CCBLWareham-1,6,-1.013065742,2.010273334,0.612282291,0.541354663,-1.637284126
116,6/10/19,7:55:07 PM,Player B,2e8c8ec2-8bdb-11e9-b286-1c1bb52a548f,Bat,L,64,52,41,64.8,8,83,14,98,83,-25,3.16,18.3,0.17,4,2,Right,BRE_WHI,Left,WAR_GAT,Stretch,4,Bottom,2,0,1,ChangeUp,ChangeUp,InPlay,Undefined,Popup,Out,0,1,0,NA,78.13579383,0.155463436,-2.921264344,1400.072081,215.7918378,0.052083333,5.578635668,2.172181221,6.642795822,-30.93363694,14.82140561,10.71734316,3.143311909,0.389175603,69.22027343,-5.831716263,-0.842109377,0.486845321,59.39775278,55.07357851,-20.5837155,4644.525007,97.42673638,64.71911309,-51.06865813,155.4714571,72.09320512,-29.18759097,4.182688599,-7.11020239,8.222416956,-1.979585414,50,5.576654286,5.537453271,-113.5136166,-0.427999543,-8.947392415,27.65372276,-21.82705883,WAR_GAT,BRE_WHI,CCBLWareham,CCBL,CCBL,20190610-CCBLWareham-1,15,-2.229380987,0.398156064,-0.675579552,-0.09636649,-0.600992849
